Iter 10, task chunking, loss 3.400405168533325
Iter 45150, task chunking, loss 0.12815508246421814
Iter 45160, task chunking, loss 0.12720534205436707
Iter 45170, task chunking, loss 0.11620171368122101
Iter 45180, task chunking, loss 0.13235355913639069
Iter 45190, task chunking, loss 0.13633424043655396
Iter 45200, task chunking, loss 0.12059839814901352
Iter 45210, task chunking, loss 0.11895214021205902
Iter 45220, task chunking, loss 0.1169002503156662
Iter 45230, task chunking, loss 0.1289863884449005
Iter 45240, task chunking, loss 0.12103871256113052
Iter 45250, task chunking, loss 0.12690481543540955
Iter 45260, task chunking, loss 0.120155930519104
Iter 45270, task chunking, loss 0.10682139545679092
Iter 45280, task chunking, loss 0.11770568042993546
Iter 45290, task chunking, loss 0.11975971609354019
Iter 45300, task chunking, loss 0.13837139308452606
Iter 45310, task chunking, loss 0.12314710766077042
Iter 45320, task chunking, loss 0.13648033142089844
Iter 45330, task chunking, loss 0.1137017235159874
Iter 45340, task chunking, loss 0.11985857784748077
Iter 45350, task chunking, loss 0.1354997456073761
Iter 45360, task chunking, loss 0.12445510923862457
Iter 45370, task chunking, loss 0.12757466733455658
Iter 45380, task chunking, loss 0.10873168706893921
Iter 45390, task chunking, loss 0.1176067441701889
Iter 45400, task chunking, loss 0.1315622478723526
Iter 45410, task chunking, loss 0.12440633773803711
Iter 45420, task chunking, loss 0.12156680971384048
Iter 45430, task chunking, loss 0.11252331733703613
Iter 45440, task chunking, loss 0.12912754714488983
Iter 45450, task chunking, loss 0.1282479166984558
Iter 45460, task chunking, loss 0.11782614141702652
Iter 45470, task chunking, loss 0.12302714586257935
Iter 45480, task chunking, loss 0.12180101871490479
Iter 45490, task chunking, loss 0.12761123478412628
Iter 45500, task chunking, loss 0.14473195374011993
Iter 45510, task chunking, loss 0.12496547400951385
Iter 45520, task chunking, loss 0.12450005114078522
Iter 45530, task chunking, loss 0.1109996885061264
Iter 45540, task chunking, loss 0.11048295348882675
Iter 45550, task chunking, loss 0.11436174809932709
Iter 45560, task chunking, loss 0.13198524713516235
Iter 45570, task chunking, loss 0.12903353571891785
Iter 45580, task chunking, loss 0.11672785133123398
Iter 45590, task chunking, loss 0.13212469220161438
Iter 45600, task chunking, loss 0.10290636867284775
Iter 45610, task chunking, loss 0.12892559170722961
Iter 45620, task chunking, loss 0.1302950233221054
Iter 45630, task chunking, loss 0.1230091080069542
Iter 45640, task chunking, loss 0.1227901428937912
Iter 45650, task chunking, loss 0.12152718007564545
Iter 45660, task chunking, loss 0.11716045439243317
Iter 45670, task chunking, loss 0.1277451515197754
Iter 45680, task chunking, loss 0.1216406375169754
Iter 45690, task chunking, loss 0.1272999793291092
Iter 45700, task chunking, loss 0.11699994653463364
Iter 45710, task chunking, loss 0.11937703937292099
Iter 45720, task chunking, loss 0.1241150051355362
Iter 45730, task chunking, loss 0.11759771406650543
Iter 45740, task chunking, loss 0.12550339102745056
Iter 45750, task chunking, loss 0.12866002321243286
Iter 45760, task chunking, loss 0.13323664665222168
Iter 45770, task chunking, loss 0.11915655434131622
Iter 45780, task chunking, loss 0.1183672547340393
Iter 45790, task chunking, loss 0.13081298768520355
Iter 45800, task chunking, loss 0.11629126220941544
Iter 45810, task chunking, loss 0.12318503856658936
Iter 45820, task chunking, loss 0.12224550545215607
Iter 45830, task chunking, loss 0.11953820288181305
Iter 45840, task chunking, loss 0.11060120910406113
Iter 45850, task chunking, loss 0.1305009126663208
Iter 45860, task chunking, loss 0.12753348052501678
Iter 45870, task chunking, loss 0.105927012860775
Iter 45880, task chunking, loss 0.11796732246875763
Iter 45890, task chunking, loss 0.11114828288555145
Iter 45900, task chunking, loss 0.11472968012094498
Iter 45910, task chunking, loss 0.12898442149162292
Iter 45920, task chunking, loss 0.1269465833902359
Iter 45930, task chunking, loss 0.12517745792865753
Iter 45940, task chunking, loss 0.12410882860422134
Iter 45950, task chunking, loss 0.1259896457195282
Iter 45960, task chunking, loss 0.1276581734418869
Iter 45970, task chunking, loss 0.12898901104927063
Iter 45980, task chunking, loss 0.11498697847127914
Iter 45990, task chunking, loss 0.1051483154296875
Iter 46000, task chunking, loss 0.12120120227336884
Iter 46010, task chunking, loss 0.1201820820569992
Iter 46020, task chunking, loss 0.11717100441455841
Iter 46030, task chunking, loss 0.11308735609054565
Iter 46040, task chunking, loss 0.12307147681713104
Iter 46050, task chunking, loss 0.11559722572565079
Iter 46060, task chunking, loss 0.11767927557229996
Iter 46070, task chunking, loss 0.14072856307029724
Iter 46080, task chunking, loss 0.11420591175556183
Iter 46090, task chunking, loss 0.1288197636604309
Iter 46100, task chunking, loss 0.13740351796150208
Iter 46110, task chunking, loss 0.1075684204697609
Iter 46120, task chunking, loss 0.13136844336986542
Iter 46130, task chunking, loss 0.1295909583568573
Iter 46140, task chunking, loss 0.1153450757265091
Iter 46150, task chunking, loss 0.11267540603876114
Iter 46160, task chunking, loss 0.10439975559711456
Iter 46170, task chunking, loss 0.10904508829116821
Iter 46180, task chunking, loss 0.12189587205648422
Iter 46190, task chunking, loss 0.12829765677452087
Iter 46200, task chunking, loss 0.11103387922048569
Iter 46210, task chunking, loss 0.12615016102790833
Iter 46220, task chunking, loss 0.13486628234386444
Iter 46230, task chunking, loss 0.13563454151153564
Iter 46240, task chunking, loss 0.1217513307929039
Iter 46250, task chunking, loss 0.1280645877122879
Iter 46260, task chunking, loss 0.12014637142419815
Iter 46270, task chunking, loss 0.13219168782234192
Iter 46280, task chunking, loss 0.11161178350448608
Iter 46290, task chunking, loss 0.12016204744577408
Iter 46300, task chunking, loss 0.11659234762191772
Iter 46310, task chunking, loss 0.11933940649032593
Iter 46320, task chunking, loss 0.11128294467926025
Iter 46330, task chunking, loss 0.11649594455957413
Iter 46340, task chunking, loss 0.10939905792474747
Iter 46350, task chunking, loss 0.11894363164901733
Iter 46360, task chunking, loss 0.12885192036628723
Iter 46370, task chunking, loss 0.13134777545928955
Iter 46380, task chunking, loss 0.13836170732975006
Iter 46390, task chunking, loss 0.12221606075763702
Iter 46400, task chunking, loss 0.1192500963807106
Iter 46410, task chunking, loss 0.11902894079685211
Iter 46420, task chunking, loss 0.12444736808538437
Iter 46430, task chunking, loss 0.10922519117593765
Iter 46440, task chunking, loss 0.11903190612792969
Iter 46450, task chunking, loss 0.1201929897069931
Iter 46460, task chunking, loss 0.12334797531366348
Iter 46470, task chunking, loss 0.11484266817569733
Iter 46480, task chunking, loss 0.1396193504333496
Iter 46490, task chunking, loss 0.12236598879098892
Iter 46500, task chunking, loss 0.13650353252887726
Iter 46510, task chunking, loss 0.12206242233514786
Iter 46520, task chunking, loss 0.11209182441234589
Iter 46530, task chunking, loss 0.12095987796783447
Iter 46540, task chunking, loss 0.12768343091011047
Iter 46550, task chunking, loss 0.1299293041229248
Iter 46560, task chunking, loss 0.1179354190826416
Iter 46570, task chunking, loss 0.13919219374656677
Iter 46580, task chunking, loss 0.12463977187871933
Iter 46590, task chunking, loss 0.1233222633600235
Iter 46600, task chunking, loss 0.115462526679039
Iter 46610, task chunking, loss 0.11771515756845474
Iter 46620, task chunking, loss 0.12489958107471466
Iter 46630, task chunking, loss 0.10596233606338501
Iter 46640, task chunking, loss 0.12854787707328796
Iter 46650, task chunking, loss 0.11704707145690918
Iter 46660, task chunking, loss 0.12298806011676788
Iter 46670, task chunking, loss 0.12971340119838715
Iter 46680, task chunking, loss 0.12647800147533417
Iter 46690, task chunking, loss 0.12008889764547348
Iter 46700, task chunking, loss 0.1178680881857872
Iter 46710, task chunking, loss 0.12867389619350433
Iter 46720, task chunking, loss 0.11290575563907623
Iter 46730, task chunking, loss 0.10980502516031265
Iter 46740, task chunking, loss 0.1221500039100647
Iter 46750, task chunking, loss 0.1136382669210434
Iter 46760, task chunking, loss 0.12400954961776733
Iter 46770, task chunking, loss 0.12955904006958008
Iter 46780, task chunking, loss 0.1248587965965271
Iter 46790, task chunking, loss 0.13184623420238495
Iter 46800, task chunking, loss 0.12611174583435059
Iter 46810, task chunking, loss 0.11790287494659424
Iter 46820, task chunking, loss 0.1376243531703949
Iter 46830, task chunking, loss 0.12067735195159912
Iter 46840, task chunking, loss 0.09651510417461395
Iter 46850, task chunking, loss 0.12968046963214874
Iter 46860, task chunking, loss 0.12800632417201996
Iter 46870, task chunking, loss 0.10515521466732025
Iter 46880, task chunking, loss 0.13565082848072052
Iter 46890, task chunking, loss 0.11786156892776489
Iter 46900, task chunking, loss 0.12001881748437881
Iter 46910, task chunking, loss 0.11714988946914673
Iter 46920, task chunking, loss 0.12204518169164658
Iter 46930, task chunking, loss 0.12235911190509796
Iter 46940, task chunking, loss 0.11861519515514374
Iter 46950, task chunking, loss 0.1275651752948761
Iter 46960, task chunking, loss 0.14193792641162872
Iter 46970, task chunking, loss 0.12962621450424194
Iter 46980, task chunking, loss 0.11383457481861115
Iter 46990, task chunking, loss 0.11824516952037811
Iter 47000, task chunking, loss 0.12109460681676865
Iter 47010, task chunking, loss 0.10363318771123886
Iter 47020, task chunking, loss 0.12119762599468231
Iter 47030, task chunking, loss 0.12329467386007309
Iter 47040, task chunking, loss 0.12187830358743668
Iter 47050, task chunking, loss 0.1304258406162262
Iter 47060, task chunking, loss 0.12643900513648987
Iter 47070, task chunking, loss 0.12154636532068253
Iter 47080, task chunking, loss 0.12420020252466202
Iter 47090, task chunking, loss 0.12424089759588242
Iter 47100, task chunking, loss 0.11468745768070221
Iter 47110, task chunking, loss 0.11245112121105194
Iter 47120, task chunking, loss 0.12179359048604965
Iter 47130, task chunking, loss 0.11436748504638672
Iter 47140, task chunking, loss 0.12170932441949844
Iter 47150, task chunking, loss 0.10839003324508667
Iter 47160, task chunking, loss 0.12067073583602905
Iter 47170, task chunking, loss 0.11675921827554703
Iter 47180, task chunking, loss 0.1215401291847229
Iter 47190, task chunking, loss 0.11904046684503555
Iter 47200, task chunking, loss 0.11750991642475128
Iter 47210, task chunking, loss 0.1101851686835289
Iter 47220, task chunking, loss 0.11676038801670074
Iter 47230, task chunking, loss 0.12404348701238632
Iter 47240, task chunking, loss 0.11910662800073624
Iter 47250, task chunking, loss 0.11855165660381317
Iter 47260, task chunking, loss 0.12579719722270966
Iter 47270, task chunking, loss 0.10356686264276505
Iter 47280, task chunking, loss 0.12289606034755707
Iter 47290, task chunking, loss 0.1104954332113266
Iter 47300, task chunking, loss 0.1232699304819107
Iter 47310, task chunking, loss 0.11442818492650986
Iter 47320, task chunking, loss 0.11105780303478241
Iter 47330, task chunking, loss 0.11938102543354034
Iter 47340, task chunking, loss 0.12595124542713165
Iter 47350, task chunking, loss 0.11201196908950806
Iter 47360, task chunking, loss 0.13472095131874084
Iter 47370, task chunking, loss 0.12108992040157318
Iter 47380, task chunking, loss 0.12219810485839844
Iter 47390, task chunking, loss 0.140448659658432
Iter 47400, task chunking, loss 0.11885721981525421
Iter 47410, task chunking, loss 0.12635385990142822
Iter 47420, task chunking, loss 0.13418245315551758
Iter 47430, task chunking, loss 0.11773733794689178
Iter 47440, task chunking, loss 0.12780562043190002
Iter 47450, task chunking, loss 0.10143394768238068
Iter 47460, task chunking, loss 0.13107506930828094
Iter 47470, task chunking, loss 0.13357539474964142
Iter 47480, task chunking, loss 0.12026584148406982
Iter 47490, task chunking, loss 0.10402940213680267
Iter 47500, task chunking, loss 0.11008505523204803
Iter 47510, task chunking, loss 0.11233208328485489
Iter 47520, task chunking, loss 0.11649477481842041
Iter 47530, task chunking, loss 0.14197543263435364
Iter 47540, task chunking, loss 0.10483868420124054
Iter 47550, task chunking, loss 0.11014363914728165
Iter 47560, task chunking, loss 0.1110890656709671
Iter 47570, task chunking, loss 0.12484627962112427
Iter 47580, task chunking, loss 0.11694278568029404
Iter 47590, task chunking, loss 0.1222883015871048
Iter 47600, task chunking, loss 0.12247629463672638
Iter 47610, task chunking, loss 0.11012786626815796
Iter 47620, task chunking, loss 0.12537364661693573
Iter 47630, task chunking, loss 0.11329400539398193
Iter 47640, task chunking, loss 0.13259141147136688
Iter 47650, task chunking, loss 0.1065499559044838
Iter 47660, task chunking, loss 0.12369497120380402
Iter 47670, task chunking, loss 0.11121277511119843
Iter 47680, task chunking, loss 0.11536965519189835
Iter 47690, task chunking, loss 0.12254297733306885
Iter 47700, task chunking, loss 0.11316239833831787
Iter 47710, task chunking, loss 0.13615556061267853
Iter 47720, task chunking, loss 0.10858013480901718
Iter 47730, task chunking, loss 0.11758961528539658
Iter 47740, task chunking, loss 0.12296527624130249
Iter 47750, task chunking, loss 0.13343310356140137
Iter 47760, task chunking, loss 0.13122448325157166
Iter 47770, task chunking, loss 0.12681767344474792
Iter 47780, task chunking, loss 0.11627708375453949
Iter 47790, task chunking, loss 0.11416570097208023
Iter 47800, task chunking, loss 0.11397574096918106
Iter 47810, task chunking, loss 0.10533430427312851
Iter 47820, task chunking, loss 0.10889063030481339
Iter 47830, task chunking, loss 0.13256493210792542
Iter 47840, task chunking, loss 0.12052257359027863
Iter 47850, task chunking, loss 0.12346907705068588
Iter 47860, task chunking, loss 0.1212305799126625
Iter 47870, task chunking, loss 0.12219233810901642
Iter 47880, task chunking, loss 0.10319708287715912
Iter 47890, task chunking, loss 0.10707969963550568
Iter 47900, task chunking, loss 0.12444949150085449
Iter 47910, task chunking, loss 0.11152782291173935
Iter 47920, task chunking, loss 0.122081458568573
Iter 47930, task chunking, loss 0.12323713302612305
Iter 47940, task chunking, loss 0.12357566505670547
Iter 47950, task chunking, loss 0.1159372478723526
Iter 47960, task chunking, loss 0.1309756487607956
Iter 47970, task chunking, loss 0.1097845658659935
Iter 47980, task chunking, loss 0.12289422750473022
Iter 47990, task chunking, loss 0.11576332896947861
Iter 48000, task chunking, loss 0.11962826550006866
Iter 48010, task chunking, loss 0.11966405063867569
